Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Pre Primary Teacher (2020 NEP and Mental Health),15,11,15,13,14,15,9,5
Pre Primary Teacher (2020 NEP and Mental Health),18,12,18,12,11,15,9,6
Pre Primary Teacher (2020 NEP and Mental Health),19,13,18,11,11,15,9,8
Pre Primary Teacher (2020 NEP and Mental Health),20,14,19,11,11,15,7,8
Pre Primary Teacher (2020 NEP and Mental Health),17,11,19,12,13,15,5,9
Pre Primary Teacher (2020 NEP and Mental Health),15,12,19,13,11,15,6,7
Pre Primary Teacher (2020 NEP and Mental Health),18,13,15,14,11,15,7,5
Pre Primary Teacher (2020 NEP and Mental Health),19,14,18,13,11,15,5,6
Pre Primary Teacher (2020 NEP and Mental Health),20,11,19,12,11,15,6,8
Pre Primary Teacher (2020 NEP and Mental Health),17,12,19,11,11,15,8,9
Pre Primary Teacher (2020 NEP and Mental Health),15,11,16,12,11,15,9,6
Primary Teacher,20,19,15,12,5,11,12,6
Primary Teacher,19,19,16,11,6,11,12,7
Primary Teacher,18,19,17,13,7,11,12,5
Primary Teacher,17,19,18,14,5,11,12,6
Primary Teacher,16,19,20,12,6,11,12,6
Primary Teacher,15,19,19,12,7,11,12,7
Primary Teacher,19,19,16,12,5,11,12,5
Primary Teacher,18,19,17,12,6,11,12,6
Primary Teacher,17,19,18,12,7,11,12,6
Primary Teacher,16,19,19,12,8,11,12,7
Primary Teacher,20,19,15,12,9,11,12,5
Primary Teacher,19,19,16,12,10,11,12,6
Primary Teacher,18,19,17,12,8,11,12,7
Primary Teacher,17,19,18,12,9,11,12,6
Primary Teacher,16,19,20,12,10,11,12,7
Primary Teacher,15,19,19,12,8,11,12,5
Primary Teacher,19,19,16,12,9,11,12,6
Primary Teacher,18,19,17,12,10,11,12,6
Primary Teacher,17,19,18,14,8,11,14,7
Primary Teacher,16,19,19,14,9,11,14,5
Primary Teacher,20,19,15,14,8,11,14,6
Primary Teacher,19,17,16,14,9,11,14,10
Primary Teacher,18,16,17,14,6,12,14,8
Primary Teacher,17,15,18,14,10,12,14,9
Primary Teacher,16,20,20,14,8,12,14,6
Primary Teacher,15,19,19,14,9,12,14,10
Primary Teacher,19,19,16,14,6,12,14,8
Primary Teacher,18,19,17,14,8,12,14,9
Primary Teacher,17,19,18,14,9,12,14,10
Primary Teacher,16,19,19,14,6,12,14,8
Primary Teacher,20,17,15,14,10,12,14,9
Primary Teacher,19,16,16,11,8,12,11,9
Primary Teacher,18,15,17,11,9,12,11,10
Primary Teacher,17,20,18,11,7,12,11,8
Primary Teacher,16,19,20,11,7,12,11,9
Primary Teacher,15,19,19,11,8,12,11,10
Primary Teacher,19,19,16,11,9,12,11,8
Primary Teacher,18,19,17,11,6,12,11,9
Primary Teacher,17,19,18,11,10,13,11,10
Primary Teacher,16,17,19,11,8,13,11,8
Primary Teacher,20,16,15,11,9,13,11,9
Primary Teacher,19,15,15,11,8,13,11,9
Primary Teacher,18,20,16,11,8,13,11,8
Primary Teacher,17,20,17,11,9,13,11,9
Primary Teacher,16,20,18,11,6,13,11,6
Primary Teacher,15,20,20,11,10,13,11,10
Primary Teacher,19,20,19,11,8,13,11,8
Primary Teacher,18,20,16,11,9,13,11,9
Primary Teacher,17,20,17,11,7,13,11,10
Primary Teacher,16,20,18,11,8,13,11,7
"Middle, Higher School Teacher and Professors",12,14,11,17,7,15,20,5
"Middle, Higher School Teacher and Professors",13,11,12,16,6,16,19,6
"Middle, Higher School Teacher and Professors",14,13,13,20,5,17,18,7
"Middle, Higher School Teacher and Professors",11,12,12,19,8,18,17,5
"Middle, Higher School Teacher and Professors",12,13,13,18,9,19,16,6
"Middle, Higher School Teacher and Professors",13,12,14,17,10,20,20,7
"Middle, Higher School Teacher and Professors",12,11,11,16,9,15,15,5
"Middle, Higher School Teacher and Professors",13,14,12,15,8,16,16,6
"Middle, Higher School Teacher and Professors",14,11,13,19,6,17,17,7
"Middle, Higher School Teacher and Professors",11,13,12,18,7,18,18,8
"Middle, Higher School Teacher and Professors",12,12,13,17,7,19,19,9
"Middle, Higher School Teacher and Professors",13,13,14,16,6,20,20,10
"Middle, Higher School Teacher and Professors",12,11,11,20,5,15,19,8
"Middle, Higher School Teacher and Professors",13,14,12,19,8,16,18,9
"Middle, Higher School Teacher and Professors",14,11,13,18,9,17,17,10
"Middle, Higher School Teacher and Professors",11,13,12,17,10,18,16,8
"Middle, Higher School Teacher and Professors",12,12,13,16,9,19,20,9
"Middle, Higher School Teacher and Professors",13,13,14,15,8,20,15,10
"Middle, Higher School Teacher and Professors",12,11,11,19,6,15,16,8
"Middle, Higher School Teacher and Professors",13,14,12,18,7,16,17,9
"Middle, Higher School Teacher and Professors",14,11,13,17,7,17,18,10
"Middle, Higher School Teacher and Professors",11,13,12,16,6,18,19,8
"Middle, Higher School Teacher and Professors",12,12,13,20,5,19,20,9
"Middle, Higher School Teacher and Professors",13,13,14,19,8,20,19,10
"Middle, Higher School Teacher and Professors",12,12,11,18,9,15,18,8
"Middle, Higher School Teacher and Professors",13,14,12,17,10,16,17,9
"Middle, Higher School Teacher and Professors",14,11,13,16,9,17,16,6
"Middle, Higher School Teacher and Professors",11,13,12,15,8,18,20,6
"Middle, Higher School Teacher and Professors",12,12,13,19,6,19,15,10
"Middle, Higher School Teacher and Professors",13,13,14,18,7,20,16,8
"Middle, Higher School Teacher and Professors",12,14,11,17,7,15,17,9
"Middle, Higher School Teacher and Professors",13,11,12,16,6,16,18,10
"Middle, Higher School Teacher and Professors",14,13,13,20,5,17,19,8
"Middle, Higher School Teacher and Professors",11,12,12,19,8,18,20,9
"Middle, Higher School Teacher and Professors",12,13,13,18,9,19,19,7
"Middle, Higher School Teacher and Professors",13,12,14,17,10,20,18,10
"Middle, Higher School Teacher and Professors",12,14,11,16,9,15,17,8
"Middle, Higher School Teacher and Professors",13,11,12,15,8,16,16,9
"Middle, Higher School Teacher and Professors",14,13,13,19,6,17,20,10
"Middle, Higher School Teacher and Professors",11,12,12,18,7,18,15,8
"Middle, Higher School Teacher and Professors",12,13,13,17,7,19,16,9
"Middle, Higher School Teacher and Professors",13,14,14,16,6,20,20,8
"Middle, Higher School Teacher and Professors",12,11,11,17,5,15,19,10
"Middle, Higher School Teacher and Professors",13,13,12,16,8,16,18,8
"Middle, Higher School Teacher and Professors",14,12,13,15,9,17,17,9
"Middle, Higher School Teacher and Professors",11,14,12,19,10,18,16,10
"Middle, Higher School Teacher and Professors",12,11,13,18,9,19,20,8
"Middle, Higher School Teacher and Professors",13,13,14,17,8,20,15,9
"Middle, Higher School Teacher and Professors",14,12,13,16,6,18,16,7
"Middle, Higher School Teacher and Professors",12,13,14,15,7,19,17,8
Anthropologist,11,5,7,18,15,7,19,12
Anthropologist,13,6,7,19,16,7,19,13
Anthropologist,14,7,8,20,17,7,20,14
Anthropologist,12,8,9,17,18,7,17,11
Anthropologist,13,9,10,16,19,7,16,12
Anthropologist,11,8,6,15,20,7,15,13
Anthropologist,13,7,7,18,15,7,18,12
Anthropologist,14,6,8,19,16,7,19,13
Anthropologist,12,5,9,20,17,7,20,14
Anthropologist,13,5,7,17,18,7,17,11
Anthropologist,11,6,8,16,19,7,16,12
Anthropologist,13,7,9,15,20,7,15,13
Anthropologist,14,8,10,18,15,7,18,12
Anthropologist,12,9,6,19,16,7,19,13
Anthropologist,13,8,7,20,17,7,20,14
Anthropologist,11,7,8,17,18,7,17,11
Anthropologist,13,6,9,16,19,7,16,12
Anthropologist,14,5,7,15,20,6,15,13
Anthropologist,12,5,8,17,15,6,20,12
Anthropologist,13,6,9,16,16,6,16,13
Anthropologist,11,7,10,15,17,6,15,14
Anthropologist,13,8,6,18,18,6,19,11
Anthropologist,14,9,7,19,19,6,17,12
Anthropologist,12,8,8,20,20,6,20,13
Anthropologist,13,7,9,17,15,6,16,12
Anthropologist,11,6,7,16,16,6,15,13
Anthropologist,13,5,8,15,17,6,19,14
Anthropologist,14,5,9,17,18,6,17,11
Anthropologist,12,6,10,16,19,6,20,12
Anthropologist,13,7,6,15,20,6,16,13
Anthropologist,11,8,7,18,15,6,15,12
Anthropologist,13,9,8,19,16,9,19,13
Anthropologist,14,8,9,20,17,9,17,14
Anthropologist,12,7,7,17,18,9,16,11
Anthropologist,13,6,8,16,19,9,15,12
Anthropologist,11,5,9,15,20,9,19,13
Anthropologist,13,9,10,19,15,9,17,12
Anthropologist,14,5,6,17,16,9,19,13
Anthropologist,12,6,7,16,17,9,19,14
Anthropologist,13,7,8,15,18,9,19,11
Anthropologist,11,8,9,18,19,9,16,12
Anthropologist,13,9,7,19,20,9,15,13
Anthropologist,14,8,8,20,15,10,19,12
Anthropologist,12,7,9,17,16,10,17,13
Anthropologist,13,6,10,16,17,10,19,14
Anthropologist,11,8,6,15,18,10,16,11
Anthropologist,13,7,7,16,19,10,15,12
Anthropologist,14,6,8,15,15,10,19,13
Anthropologist,12,5,9,19,19,10,17,14
Anthropologist,13,10,10,17,20,10,19,12
Medical,11,7,12,13,7,18,12,15
Medical,13,6,12,14,9,19,12,16
Medical,14,5,12,12,8,20,12,17
Medical,12,6,12,13,6,17,12,18
Medical,13,7,12,11,5,16,12,19
Medical,11,8,12,13,10,15,12,20
Medical,13,9,12,14,7,18,12,15
Medical,14,8,12,13,5,19,12,16
Medical,12,7,12,14,8,20,12,17
Medical,13,6,13,12,9,17,13,18
Medical,11,8,13,13,5,16,13,19
Medical,13,7,13,11,8,15,13,20
Medical,14,6,13,13,6,18,13,15
Medical,12,7,13,14,5,19,13,16
Medical,13,5,13,13,10,20,13,17
Medical,11,6,13,14,7,17,13,18
Medical,13,7,13,12,5,16,13,19
Medical,14,8,13,13,8,15,13,20
Medical,12,9,13,11,6,20,13,15
Medical,13,8,14,13,5,20,14,16
Medical,11,7,14,14,10,15,14,17
Medical,13,6,14,13,7,16,14,18
Medical,12,8,14,14,5,17,14,19
Medical,13,7,14,12,6,18,14,20
Medical,14,6,14,13,8,19,14,15
Medical,12,6,14,11,6,20,14,16
Medical,13,5,14,13,5,20,14,17
Medical,11,6,14,14,10,15,14,18
Medical,13,7,14,13,7,16,14,19
Medical,14,8,14,14,5,17,14,20
Medical,12,9,14,12,6,18,14,15
Medical,13,8,14,13,9,19,14,16
Medical,11,7,14,11,8,20,14,17
Medical,13,6,14,13,6,20,14,18
Medical,14,8,11,14,5,15,11,19
Medical,12,7,11,13,10,16,11,20
Medical,13,6,11,14,7,17,11,15
Medical,11,9,11,12,5,18,11,16
Medical,13,5,11,13,9,19,11,17
Medical,14,6,11,11,8,19,11,18
Medical,12,7,11,13,6,19,11,19
Medical,13,8,11,14,5,20,11,20
Medical,11,9,11,13,10,15,11,15
Medical,13,8,11,14,7,16,11,16
Medical,14,7,12,12,8,17,12,17
Medical,12,6,12,13,6,20,12,18
Medical,13,8,12,11,5,15,12,19
Medical,11,7,12,13,10,16,12,20
Medical,13,6,12,14,7,17,12,19
Medical,11,10,12,13,5,18,12,20
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,6,20,11,12,19,11,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,9,19,12,11,18,12,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,8,18,12,13,19,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,6,17,11,14,18,11,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,5,16,14,12,17,14,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,6,15,13,13,16,13,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,9,20,11,11,19,11,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,8,19,12,13,18,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,6,18,12,14,19,12,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,5,17,11,12,18,11,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,6,16,14,13,17,14,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,9,15,13,11,16,13,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,8,20,11,13,19,11,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,6,19,12,14,18,12,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,5,18,12,12,19,12,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,6,17,11,13,18,11,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,9,16,14,11,17,14,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,8,15,13,13,16,13,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,6,20,11,14,20,11,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,6,19,12,12,19,12,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,9,18,12,13,18,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,8,17,11,11,19,11,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,6,16,14,13,18,14,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,5,15,13,12,17,13,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,6,20,11,13,16,11,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,9,19,12,14,19,12,7
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,8,18,12,12,18,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,6,17,11,13,19,11,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,5,16,14,11,18,14,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,6,15,13,13,17,13,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,9,20,11,14,16,11,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,8,19,12,12,19,12,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,6,18,12,13,18,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,5,17,11,11,19,11,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,6,16,14,13,18,14,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,9,15,13,14,17,13,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,8,20,11,12,16,11,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,6,19,12,13,19,12,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,8,18,12,11,18,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,6,17,11,13,19,11,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,5,16,14,14,18,14,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,6,15,13,12,17,13,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,9,20,11,13,16,11,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,8,19,12,11,19,12,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",15,6,18,12,13,18,12,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",20,8,17,11,14,19,11,6
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",19,7,16,14,12,18,14,9
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",16,7,15,13,13,17,13,8
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",18,7,17,12,11,16,12,5
"Para Medical (physiotherapy, occupational theropy, audio and speech language theropy, nursing)",17,7,16,13,13,15,13,6
Militry,5,5,20,17,12,19,11,11
Militry,6,5,19,18,11,17,12,13
Militry,9,6,18,20,13,18,12,14
Militry,8,9,17,19,14,20,11,11
Militry,5,8,16,18,11,17,14,12
Militry,6,7,15,17,12,18,13,11
Militry,9,6,20,16,11,20,11,13
Militry,8,5,19,15,13,19,12,14
Militry,6,6,18,20,14,17,12,11
Militry,5,8,17,19,11,18,11,12
Militry,5,8,16,18,12,20,14,11
Militry,6,8,15,17,11,17,13,13
Militry,9,5,20,16,13,18,11,14
Militry,8,6,19,15,14,20,12,11
Militry,5,9,18,20,11,19,12,12
Militry,5,8,17,19,12,17,11,13
Militry,6,6,16,18,11,18,14,11
Militry,9,5,15,17,13,20,13,13
Militry,5,5,20,16,14,17,11,14
Militry,6,6,19,15,11,18,12,11
Militry,9,9,18,20,12,20,12,12
Militry,8,8,17,19,11,19,11,14
Militry,7,6,16,18,13,17,14,11
Militry,6,5,15,17,14,18,13,13
Militry,5,10,20,16,11,20,11,14
Militry,6,5,19,15,12,17,12,11
Militry,5,6,18,20,11,18,12,12
Militry,6,9,17,19,13,20,11,14
Militry,9,8,16,18,14,19,14,11
Militry,8,6,15,17,11,17,13,13
Militry,7,5,20,16,12,18,11,14
Militry,6,5,19,15,11,20,12,11
Militry,5,6,18,20,13,17,12,12
Militry,6,9,17,19,14,18,11,14
Militry,5,8,16,18,11,20,14,11
Militry,6,6,15,17,12,19,13,13
Militry,9,5,20,16,11,17,11,14
Militry,8,9,19,15,13,18,12,11
Militry,7,6,18,20,14,20,12,12
Militry,6,9,17,19,11,17,11,11
Militry,5,8,16,18,12,18,14,11
Militry,6,6,15,17,11,20,13,13
Militry,5,5,20,16,13,19,11,14
Militry,6,9,19,15,14,17,12,11
Militry,9,9,18,20,11,18,12,11
Militry,8,8,17,19,12,20,11,13
Militry,7,6,16,18,11,17,14,14
Militry,6,5,15,17,13,18,13,11
Militry,5,9,17,16,14,20,12,12
Militry,6,5,16,15,11,17,13,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,6,20,20,11,19,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,7,19,19,12,19,13,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,6,18,18,12,18,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,5,17,17,11,18,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,8,16,16,14,17,12,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,9,15,15,13,17,11,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,7,20,20,11,16,13,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,6,19,19,12,16,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,5,20,18,12,15,11,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,8,19,17,11,15,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,9,18,16,14,19,13,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,7,17,15,13,19,14,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,6,16,20,11,18,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,5,15,19,12,18,12,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,8,20,18,12,17,11,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,9,20,17,11,17,13,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,7,19,16,14,16,14,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,6,18,15,13,16,11,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,5,17,20,11,15,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,8,16,19,12,15,13,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,9,15,18,12,19,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,7,20,17,11,19,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,6,20,16,14,18,12,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,5,19,15,13,18,11,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,8,18,20,11,17,13,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,9,17,19,12,17,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,7,16,18,12,16,11,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,6,15,17,11,16,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,5,20,16,14,15,13,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,8,20,15,13,15,14,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,9,19,20,11,19,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,7,18,19,12,19,12,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,6,17,18,12,18,11,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,5,16,17,11,18,13,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,8,15,16,14,17,14,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,9,20,15,13,17,11,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,7,20,20,11,19,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,6,20,19,12,19,13,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,5,19,18,12,18,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,8,18,17,11,18,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,9,17,16,14,17,12,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,7,16,15,13,17,11,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,6,15,20,11,16,13,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,5,20,19,12,16,14,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,8,20,18,12,15,12,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),6,9,19,17,11,15,11,11
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),9,8,18,16,14,19,13,14
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),8,5,17,15,13,19,14,13
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),5,9,16,17,12,18,12,12
Para Militry (https://en.wikipedia.org/wiki/Paramilitary_forces_of_India),7,8,15,16,13,18,13,13
"Police Force (Spies, CBI officials, CID, Detectives)",5,9,19,20,12,17,11,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,8,18,19,12,20,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",9,7,17,18,12,20,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,6,16,17,12,20,11,12
"Police Force (Spies, CBI officials, CID, Detectives)",5,5,15,16,12,20,14,12
"Police Force (Spies, CBI officials, CID, Detectives)",9,6,20,15,12,20,13,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,5,19,20,12,20,11,12
"Police Force (Spies, CBI officials, CID, Detectives)",6,6,18,19,12,20,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",9,8,17,18,12,20,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,9,19,17,13,20,11,13
"Police Force (Spies, CBI officials, CID, Detectives)",7,8,19,16,13,20,14,13
"Police Force (Spies, CBI officials, CID, Detectives)",6,5,18,15,13,20,13,13
"Police Force (Spies, CBI officials, CID, Detectives)",5,9,17,20,13,20,11,13
"Police Force (Spies, CBI officials, CID, Detectives)",6,8,16,19,13,20,12,13
"Police Force (Spies, CBI officials, CID, Detectives)",5,9,15,18,13,20,12,13
"Police Force (Spies, CBI officials, CID, Detectives)",6,8,20,17,13,20,11,13
"Police Force (Spies, CBI officials, CID, Detectives)",9,7,19,16,13,20,14,13
"Police Force (Spies, CBI officials, CID, Detectives)",8,6,18,15,13,20,13,13
"Police Force (Spies, CBI officials, CID, Detectives)",5,5,17,20,13,20,11,13
"Police Force (Spies, CBI officials, CID, Detectives)",9,6,19,19,14,20,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,5,18,18,14,18,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,6,17,17,14,18,11,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,8,16,16,14,18,14,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,9,15,15,14,18,13,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,8,20,20,14,18,11,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,5,19,19,14,18,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,9,18,18,14,18,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,8,17,17,14,18,11,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,9,19,16,14,18,14,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,8,19,15,14,18,13,14
"Police Force (Spies, CBI officials, CID, Detectives)",9,7,18,20,14,18,11,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,6,17,19,14,15,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",5,5,16,18,14,15,12,14
"Police Force (Spies, CBI officials, CID, Detectives)",9,6,15,17,14,15,11,14
"Police Force (Spies, CBI officials, CID, Detectives)",8,5,20,16,11,15,14,11
"Police Force (Spies, CBI officials, CID, Detectives)",9,6,19,15,11,15,13,11
"Police Force (Spies, CBI officials, CID, Detectives)",8,8,18,20,11,15,11,11
"Police Force (Spies, CBI officials, CID, Detectives)",7,9,17,19,11,16,12,11
"Police Force (Spies, CBI officials, CID, Detectives)",6,8,19,18,11,16,12,11
"Police Force (Spies, CBI officials, CID, Detectives)",5,5,18,17,11,16,11,11
"Police Force (Spies, CBI officials, CID, Detectives)",6,9,17,16,11,16,14,11
"Police Force (Spies, CBI officials, CID, Detectives)",5,8,16,15,11,16,13,11
"Police Force (Spies, CBI officials, CID, Detectives)",6,9,15,20,11,16,11,11
"Police Force (Spies, CBI officials, CID, Detectives)",8,8,20,19,11,16,12,11
"Police Force (Spies, CBI officials, CID, Detectives)",9,7,19,18,12,16,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,6,18,17,12,16,11,12
"Police Force (Spies, CBI officials, CID, Detectives)",5,5,17,16,12,16,14,12
"Police Force (Spies, CBI officials, CID, Detectives)",9,6,18,15,12,16,13,12
"Police Force (Spies, CBI officials, CID, Detectives)",8,5,17,17,12,16,12,12
"Police Force (Spies, CBI officials, CID, Detectives)",7,6,20,16,12,16,13,12
Technician,5,5,20,11,12,15,13,12
Technician,6,5,19,12,14,16,11,12
Technician,7,6,17,11,13,17,12,12
Technician,8,6,19,12,11,18,14,12
Technician,9,7,20,11,12,19,13,13
Technician,10,7,19,12,14,15,13,11
Technician,5,8,17,13,13,16,13,12
Technician,6,8,19,14,11,17,13,14
Technician,7,9,20,11,12,18,13,12
